ensembl_transcript_id	ensembl_gene_id	cds_length	gene_biotype	external_gene_name	ensembl_peptide_id_version
ENSMUST00000029804	ENSMUSG00000005813	1161	protein_coding	Metap1	ENSMUSP00000029804.8
ENSMUST00000233568	ENSMUSG00000005823	1710	protein_coding	Gpr108	ENSMUSP00000156910.1
ENSMUST00000005976	ENSMUSG00000005824	720	protein_coding	Tnfsf14	ENSMUSP00000005976.6
ENSMUST00000047762	ENSMUSG00000005836	1770	protein_coding	Gata6	ENSMUSP00000041774.7
ENSMUST00000119953	ENSMUSG00000005846	1359	protein_coding	Rsl1d1	ENSMUSP00000113431.1
ENSMUST00000006020	ENSMUSG00000005864	1995	protein_coding	Cnga2	ENSMUSP00000006020.7
ENSMUST00000079362	ENSMUSG00000005871	8529	protein_coding	Apc	ENSMUSP00000078337.5
ENSMUST00000006027	ENSMUSG00000005873	570	protein_coding	Reep5	ENSMUSP00000006027.5
ENSMUST00000088650	ENSMUSG00000005881	1185	protein_coding	Ergic3	ENSMUSP00000086025.4
ENSMUST00000109636	ENSMUSG00000005882	888	protein_coding	Uqcc1	ENSMUSP00000105264.4
ENSMUST00000050442	ENSMUSG00000005883	1191	protein_coding	Spo11	ENSMUSP00000059056.9
ENSMUST00000006037	ENSMUSG00000005886	4389	protein_coding	Ncoa2	ENSMUSP00000006037.6
ENSMUST00000021779	ENSMUSG00000005891	684	protein_coding	Prl4a1	ENSMUSP00000021779.6
ENSMUST00000006046	ENSMUSG00000005892	771	protein_coding	Trh	ENSMUSP00000006046.4
ENSMUST00000113463	ENSMUSG00000005893	1890	protein_coding	Nr2c2	ENSMUSP00000109090.1
ENSMUST00000105290	ENSMUSG00000005897	1773	protein_coding	Nr2c1	ENSMUSP00000100927.2
ENSMUST00000006053	ENSMUSG00000005899	2472	protein_coding	Smpd4	ENSMUSP00000006053.6
ENSMUST00000121291	ENSMUSG00000005907	3855	protein_coding	Pex1	ENSMUSP00000113304.1
ENSMUST00000006071	ENSMUSG00000005917	1068	protein_coding	Otx1	ENSMUSP00000006071.7
ENSMUST00000233197	ENSMUSG00000005936	1260	protein_coding	Kctd20	ENSMUSP00000156936.1
ENSMUST00000006101	ENSMUSG00000005947	3504	protein_coding	Itgae	ENSMUSP00000006101.3
ENSMUST00000006103	ENSMUSG00000005949	1104	protein_coding	Ctns	ENSMUSP00000006103.2
ENSMUST00000006104	ENSMUSG00000005950	1368	protein_coding	P2rx5	ENSMUSP00000006104.3
ENSMUST00000006105	ENSMUSG00000005951	1431	protein_coding	Shpk	ENSMUSP00000006105.6
ENSMUST00000102526	ENSMUSG00000005952	2520	protein_coding	Trpv1	ENSMUSP00000099585.2
ENSMUST00000006112	ENSMUSG00000005958	2982	protein_coding	Ephb3	ENSMUSP00000006112.6
ENSMUST00000006123	ENSMUSG00000005968	1173	protein_coding	Tuft1	ENSMUSP00000006123.3
ENSMUST00000006128	ENSMUSG00000005973	978	protein_coding	Rcn1	ENSMUSP00000006128.6
ENSMUST00000006136	ENSMUSG00000005980	855	protein_coding	Dnase1	ENSMUSP00000006136.4
ENSMUST00000006137	ENSMUSG00000005981	2121	protein_coding	Trap1	ENSMUSP00000006137.8
ENSMUST00000006138	ENSMUSG00000005982	729	protein_coding	Naa60	ENSMUSP00000006138.6
ENSMUST00000177323	ENSMUSG00000005983	528	protein_coding	1700037C18Rik	ENSMUSP00000135766.1
ENSMUST00000056888	ENSMUSG00000005986	1818	protein_coding	Ankrd13d	ENSMUSP00000053783.6
ENSMUST00000102831	ENSMUSG00000005994	1614	protein_coding	Tyrp1	ENSMUSP00000099895.1
ENSMUST00000124973	ENSMUSG00000006005	7296	protein_coding	Tpr	ENSMUSP00000117616.2
ENSMUST00000191228	ENSMUSG00000006007	735	protein_coding	Pdc	ENSMUSP00000141136.1
ENSMUST00000111913	ENSMUSG00000006010	1344	protein_coding	Odr4	ENSMUSP00000107544.2
ENSMUST00000161611	ENSMUSG00000006014	3666	protein_coding	Prg4	ENSMUSP00000125677.1
ENSMUST00000121123	ENSMUSG00000006019	3438	protein_coding	Dhx34	ENSMUSP00000113673.1
ENSMUST00000006178	ENSMUSG00000006021	1293	protein_coding	Kptn	ENSMUSP00000006178.4
ENSMUST00000006181	ENSMUSG00000006024	888	protein_coding	Napa	ENSMUSP00000006181.6
ENSMUST00000001415	ENSMUSG00000006050	1461	protein_coding	Sra1	ENSMUSP00000001415.7
ENSMUST00000068686	ENSMUSG00000006056	996	protein_coding	Calcoco2	ENSMUSP00000087407.4
ENSMUST00000090541	ENSMUSG00000006057	411	protein_coding	Atp5g1	ENSMUSP00000088029.5
ENSMUST00000006217	ENSMUSG00000006058	777	protein_coding	Snf8	ENSMUSP00000006217.3
ENSMUST00000006254	ENSMUSG00000006095	735	protein_coding	Tbcb	ENSMUSP00000006254.5
ENSMUST00000006286	ENSMUSG00000006127	1407	protein_coding	Inpp5k	ENSMUSP00000006286.2
ENSMUST00000006293	ENSMUSG00000006134	912	protein_coding	Crkl	ENSMUSP00000006293.3
ENSMUST00000111137	ENSMUSG00000006143	945	protein_coding	Upk3bl	ENSMUSP00000106767.1
ENSMUST00000171445	ENSMUSG00000006154	2334	protein_coding	Eps8l1	ENSMUSP00000133206.1
ENSMUST00000109261	ENSMUSG00000006169	1926	protein_coding	Clint1	ENSMUSP00000104884.3
ENSMUST00000006341	ENSMUSG00000006179	1530	protein_coding	Prss16	ENSMUSP00000006341.2
ENSMUST00000006353	ENSMUSG00000006191	1737	protein_coding	Cdkal1	ENSMUSP00000006353.7
ENSMUST00000006362	ENSMUSG00000006200	684	protein_coding	Rhox6	ENSMUSP00000006362.3
ENSMUST00000208921	ENSMUSG00000006204	7461	protein_coding	5430419D17Rik	ENSMUSP00000150784.1
ENSMUST00000006367	ENSMUSG00000006205	1443	protein_coding	Htra1	ENSMUSP00000006367.7
ENSMUST00000006377	ENSMUSG00000006215	2385	protein_coding	Zbtb17	ENSMUSP00000006377.6
ENSMUST00000006378	ENSMUSG00000006216	2064	protein_coding	Clcnkb	ENSMUSP00000006378.2
ENSMUST00000006380	ENSMUSG00000006218	822	protein_coding	Fam131c	ENSMUSP00000006380.4
ENSMUST00000006381	ENSMUSG00000006219	1128	protein_coding	Fblim1	ENSMUSP00000006381.4
ENSMUST00000102486	ENSMUSG00000006221	510	protein_coding	Hspb7	ENSMUSP00000099544.4
ENSMUST00000006397	ENSMUSG00000006235	1524	protein_coding	Epor	ENSMUSP00000006397.5
ENSMUST00000170304	ENSMUSG00000006241	1236	protein_coding	Ccdc159	ENSMUSP00000126474.1
ENSMUST00000113229	ENSMUSG00000006262	666	protein_coding	Mob1b	ENSMUSP00000108855.1
ENSMUST00000006431	ENSMUSG00000006269	1542	protein_coding	Atp6v1b1	ENSMUSP00000006431.6
ENSMUST00000172821	ENSMUSG00000006270	1017	protein_coding	Vax1	ENSMUSP00000134642.1
ENSMUST00000006435	ENSMUSG00000006273	1536	protein_coding	Atp6v1b2	ENSMUSP00000006435.7
ENSMUST00000163643	ENSMUSG00000006276	2724	protein_coding	Eps15l1	ENSMUSP00000129739.1
ENSMUST00000006444	ENSMUSG00000006281	7890	protein_coding	Tep1	ENSMUSP00000006444.7
ENSMUST00000006451	ENSMUSG00000006288	1323	protein_coding	Ttc5	ENSMUSP00000006451.6
ENSMUST00000160393	ENSMUSG00000006289	1008	protein_coding	Osgep	ENSMUSP00000125155.1
ENSMUST00000178235	ENSMUSG00000006299	1311	protein_coding	Aamp	ENSMUSP00000136644.1
ENSMUST00000016309	ENSMUSG00000006301	930	protein_coding	Tmbim1	ENSMUSP00000016309.9
ENSMUST00000113820	ENSMUSG00000006304	903	protein_coding	Arpc2	ENSMUSP00000109451.2
ENSMUST00000006470	ENSMUSG00000006307	8166	protein_coding	Kmt2b	ENSMUSP00000006470.7
ENSMUST00000108151	ENSMUSG00000006310	1398	protein_coding	Zbtb32	ENSMUSP00000103786.2
ENSMUST00000108147	ENSMUSG00000006311	1008	protein_coding	Etv2	ENSMUSP00000103782.2
ENSMUST00000006476	ENSMUSG00000006313	774	protein_coding	Upk1a	ENSMUSP00000006476.4
ENSMUST00000207296	ENSMUSG00000006315	696	protein_coding	Tmem147	ENSMUSP00000147083.1
ENSMUST00000006496	ENSMUSG00000006333	585	protein_coding	Rps9	ENSMUSP00000006496.8
ENSMUST00000108641	ENSMUSG00000006335	780	protein_coding	Tfpt	ENSMUSP00000104281.3
ENSMUST00000095541	ENSMUSG00000006342	2463	protein_coding	Susd2	ENSMUSP00000093197.3
ENSMUST00000072217	ENSMUSG00000006344	1722	protein_coding	Ggt5	ENSMUSP00000072074.2
ENSMUST00000134503	ENSMUSG00000006345	1707	protein_coding	Ggt1	ENSMUSP00000121312.1
ENSMUST00000084882	ENSMUSG00000006356	627	protein_coding	Crip2	ENSMUSP00000081943.4
ENSMUST00000199089	ENSMUSG00000006360	387	protein_coding	Crip1	ENSMUSP00000142803.1
ENSMUST00000127984	ENSMUSG00000006362	1863	protein_coding	Cbfa2t3	ENSMUSP00000118997.1
ENSMUST00000057410	ENSMUSG00000006369	2118	protein_coding	Fbln1	ENSMUSP00000054583.7
ENSMUST00000073339	ENSMUSG00000006373	588	protein_coding	Pgrmc1	ENSMUSP00000073061.6
ENSMUST00000006544	ENSMUSG00000006378	1251	protein_coding	Gcat	ENSMUSP00000006544.7
ENSMUST00000102798	ENSMUSG00000006386	3372	protein_coding	Tek	ENSMUSP00000099862.1
ENSMUST00000006556	ENSMUSG00000006389	1902	protein_coding	Mpl	ENSMUSP00000006556.4
ENSMUST00000006557	ENSMUSG00000006390	840	protein_coding	Elovl1	ENSMUSP00000006557.6
ENSMUST00000019229	ENSMUSG00000006392	807	protein_coding	Med8	ENSMUSP00000019229.8
ENSMUST00000006565	ENSMUSG00000006398	1500	protein_coding	Cdc20	ENSMUSP00000006565.6
ENSMUST00000219033	ENSMUSG00000006403	2538	protein_coding	Adamts4	ENSMUSP00000151387.1
ENSMUST00000111286	ENSMUSG00000006411	1527	protein_coding	Nectin4	ENSMUSP00000106917.3
ENSMUST00000135941	ENSMUSG00000006412	465	protein_coding	Pfdn2	ENSMUSP00000120106.1
ENSMUST00000109214	ENSMUSG00000006418	690	protein_coding	Rnf114	ENSMUSP00000104837.1
ENSMUST00000115249	ENSMUSG00000006423	684	protein_coding	C330007P06Rik	ENSMUSP00000110904.3
ENSMUST00000111808	ENSMUSG00000006435	1725	protein_coding	Neurl1a	ENSMUSP00000107439.3
ENSMUST00000006611	ENSMUSG00000006442	909	protein_coding	Srm	ENSMUSP00000006611.8
ENSMUST00000006614	ENSMUSG00000006445	2934	protein_coding	Epha2	ENSMUSP00000006614.2
ENSMUST00000006625	ENSMUSG00000006456	2010	protein_coding	Rbm14	ENSMUSP00000006625.7
ENSMUST00000006626	ENSMUSG00000006457	2703	protein_coding	Actn3	ENSMUSP00000006626.3
ENSMUST00000006632	ENSMUSG00000006463	855	protein_coding	Zdhhc24	ENSMUSP00000006632.7
ENSMUST00000053506	ENSMUSG00000006464	1782	protein_coding	Bbs1	ENSMUSP00000055321.6
ENSMUST00000006638	ENSMUSG00000006469	1806	protein_coding	Slc34a3	ENSMUSP00000006638.7
ENSMUST00000114349	ENSMUSG00000006471	1797	protein_coding	Ndor1	ENSMUSP00000109989.2
ENSMUST00000100334	ENSMUSG00000006476	1599	protein_coding	Nsmf	ENSMUSP00000097908.4
ENSMUST00000095924	ENSMUSG00000006488	801	protein_coding	Prl7a1	ENSMUSP00000093614.3
ENSMUST00000006662	ENSMUSG00000006490	726	protein_coding	Prl8a9	ENSMUSP00000006662.2
ENSMUST00000006669	ENSMUSG00000006494	1305	protein_coding	Pdk1	ENSMUSP00000006669.5
ENSMUST00000172282	ENSMUSG00000006498	1668	protein_coding	Ptbp1	ENSMUSP00000126192.1
ENSMUST00000006692	ENSMUSG00000006517	1206	protein_coding	Mvd	ENSMUSP00000006692.4
ENSMUST00000017604	ENSMUSG00000006519	579	protein_coding	Cyba	ENSMUSP00000017604.8
ENSMUST00000006697	ENSMUSG00000006522	2670	protein_coding	Itih3	ENSMUSP00000006697.8
ENSMUST00000006701	ENSMUSG00000006526	867	protein_coding	Tmem110	ENSMUSP00000006701.5
ENSMUST00000112184	ENSMUSG00000006527	2592	protein_coding	Sfmbt1	ENSMUSP00000107802.1
ENSMUST00000006704	ENSMUSG00000006529	2736	protein_coding	Itih1	ENSMUSP00000006704.7
ENSMUST00000164097	ENSMUSG00000006538	1236	protein_coding	Ihh	ENSMUSP00000128056.2
ENSMUST00000160732	ENSMUSG00000006542	1470	protein_coding	Prkag3	ENSMUSP00000125344.1
ENSMUST00000006721	ENSMUSG00000006546	594	protein_coding	Cryba2	ENSMUSP00000006721.2
ENSMUST00000006742	ENSMUSG00000006567	4389	protein_coding	Atp7b	ENSMUSP00000006742.4
ENSMUST00000006745	ENSMUSG00000006570	216	protein_coding	Defb2	ENSMUSP00000006745.3
ENSMUST00000006749	ENSMUSG00000006574	2790	protein_coding	Slc4a1	ENSMUSP00000006749.9
ENSMUST00000006750	ENSMUSG00000006575	1341	protein_coding	Rundc3a	ENSMUSP00000006750.7
ENSMUST00000124341	ENSMUSG00000006576	3684	protein_coding	Slc4a3	ENSMUSP00000116747.1
ENSMUST00000006760	ENSMUSG00000006585	1674	protein_coding	Cdt1	ENSMUSP00000006760.2
ENSMUST00000098257	ENSMUSG00000006586	1815	protein_coding	Runx1t1	ENSMUSP00000095857.3
ENSMUST00000006762	ENSMUSG00000006587	864	protein_coding	Snai3	ENSMUSP00000006762.5
ENSMUST00000006764	ENSMUSG00000006589	543	protein_coding	Aprt	ENSMUSP00000006764.7
ENSMUST00000107644	ENSMUSG00000006599	1662	protein_coding	Gtf2h1	ENSMUSP00000103271.1
ENSMUST00000091706	ENSMUSG00000006611	1080	protein_coding	Hfe	ENSMUSP00000089298.6
ENSMUST00000202520	ENSMUSG00000006641	1905	protein_coding	Slc5a6	ENSMUSP00000143938.1
ENSMUST00000006818	ENSMUSG00000006642	630	protein_coding	Tcf23	ENSMUSP00000006818.2
ENSMUST00000006825	ENSMUSG00000006649	3771	protein_coding	Nphs1	ENSMUSP00000006825.8
ENSMUST00000006828	ENSMUSG00000006651	1965	protein_coding	Aplp1	ENSMUSP00000006828.7
ENSMUST00000112155	ENSMUSG00000006673	2334	protein_coding	Qrich1	ENSMUSP00000107782.3
ENSMUST00000006853	ENSMUSG00000006675	1512	protein_coding	P4htm	ENSMUSP00000006853.5
ENSMUST00000006854	ENSMUSG00000006676	4083	protein_coding	Usp19	ENSMUSP00000006854.7
ENSMUST00000006856	ENSMUSG00000006678	4398	protein_coding	Pola1	ENSMUSP00000006856.2
ENSMUST00000030417	ENSMUSG00000006699	576	protein_coding	Cdc42	ENSMUSP00000030417.9
ENSMUST00000175806	ENSMUSG00000006705	1311	protein_coding	Pknox1	ENSMUSP00000134852.1
ENSMUST00000006893	ENSMUSG00000006711	3246	protein_coding	D130043K22Rik	ENSMUSP00000006893.8
ENSMUST00000006898	ENSMUSG00000006715	621	protein_coding	Gmnn	ENSMUSP00000006898.3
ENSMUST00000006900	ENSMUSG00000006717	423	protein_coding	Acot13	ENSMUSP00000006900.6
ENSMUST00000176511	ENSMUSG00000006720	2214	protein_coding	Zfp184	ENSMUSP00000135173.1
ENSMUST00000165764	ENSMUSG00000006724	1524	protein_coding	Cyp27b1	ENSMUSP00000130005.1
ENSMUST00000006911	ENSMUSG00000006728	912	protein_coding	Cdk4	ENSMUSP00000006911.5
ENSMUST00000006914	ENSMUSG00000006731	1602	protein_coding	B4galnt1	ENSMUSP00000006914.9
ENSMUST00000006915	ENSMUSG00000006732	807	protein_coding	Mettl1	ENSMUSP00000006915.7
ENSMUST00000060991	ENSMUSG00000006736	633	protein_coding	Tspan31	ENSMUSP00000057751.4
ENSMUST00000025083	ENSMUSG00000006740	2892	protein_coding	Kif5b	ENSMUSP00000025083.7
ENSMUST00000143082	ENSMUSG00000006763	1425	protein_coding	Saal1	ENSMUSP00000120658.1
ENSMUST00000006949	ENSMUSG00000006764	1467	protein_coding	Tph2	ENSMUSP00000006949.8
ENSMUST00000006969	ENSMUSG00000006777	1269	protein_coding	Krt23	ENSMUSP00000006969.7
ENSMUST00000103120	ENSMUSG00000006782	1263	protein_coding	Cnp	ENSMUSP00000099409.4
ENSMUST00000092684	ENSMUSG00000006784	1875	protein_coding	Ttc25	ENSMUSP00000090355.5
ENSMUST00000109249	ENSMUSG00000006800	2628	protein_coding	Sulf2	ENSMUSP00000104872.2
ENSMUST00000007012	ENSMUSG00000006818	669	protein_coding	Sod2	ENSMUSP00000007012.4
ENSMUST00000007046	ENSMUSG00000006850	1485	protein_coding	Tmco6	ENSMUSP00000007046.7
ENSMUST00000206400	ENSMUSG00000006906	1275	protein_coding	Stambp	ENSMUSP00000145871.1
ENSMUST00000107285	ENSMUSG00000006920	2253	protein_coding	Ezh1	ENSMUSP00000102906.1
ENSMUST00000138603	ENSMUSG00000006930	1887	protein_coding	Hap1	ENSMUSP00000133356.1
ENSMUST00000066489	ENSMUSG00000006931	1332	protein_coding	P3h4	ENSMUSP00000065278.6
ENSMUST00000007130	ENSMUSG00000006932	2346	protein_coding	Ctnnb1	ENSMUSP00000007130.8
ENSMUST00000007139	ENSMUSG00000006941	342	protein_coding	Eif1b	ENSMUSP00000007139.4
ENSMUST00000007161	ENSMUSG00000006948	768	protein_coding	Klk4	ENSMUSP00000007161.5
ENSMUST00000232646	ENSMUSG00000006958	2913	protein_coding	Chrd	ENSMUSP00000156080.1
ENSMUST00000007212	ENSMUSG00000006998	2727	protein_coding	Psmd2	ENSMUSP00000007212.8
ENSMUST00000007236	ENSMUSG00000007021	690	protein_coding	Syngr3	ENSMUSP00000007236.4
ENSMUST00000173584	ENSMUSG00000007029	3834	protein_coding	Vars	ENSMUSP00000133994.1
ENSMUST00000007245	ENSMUSG00000007030	2676	protein_coding	Vwa7	ENSMUSP00000007245.1
ENSMUST00000007248	ENSMUSG00000007033	1926	protein_coding	Hspa1l	ENSMUSP00000007248.3
ENSMUST00000007249	ENSMUSG00000007034	2124	protein_coding	Slc44a4	ENSMUSP00000007249.8
ENSMUST00000007250	ENSMUSG00000007035	2502	protein_coding	Msh5	ENSMUSP00000007250.7
ENSMUST00000007251	ENSMUSG00000007036	1677	protein_coding	Abhd16a	ENSMUSP00000007251.7
ENSMUST00000007253	ENSMUSG00000007038	1230	protein_coding	Neu1	ENSMUSP00000007253.5
ENSMUST00000007255	ENSMUSG00000007039	858	protein_coding	Ddah2	ENSMUSP00000007255.6
ENSMUST00000007257	ENSMUSG00000007041	726	protein_coding	Clic1	ENSMUSP00000007257.9
ENSMUST00000007266	ENSMUSG00000007050	396	protein_coding	Lsm2	ENSMUSP00000007266.7
ENSMUST00000007296	ENSMUSG00000007080	6852	protein_coding	Pole	ENSMUSP00000007296.5
ENSMUST00000085913	ENSMUSG00000007097	3063	protein_coding	Atp1a2	ENSMUSP00000083077.4
ENSMUST00000111243	ENSMUSG00000007107	3099	protein_coding	Atp1a4	ENSMUSP00000106874.1
ENSMUST00000003554	ENSMUSG00000007122	1218	protein_coding	Casq1	ENSMUSP00000003554.4
ENSMUST00000005509	ENSMUSG00000007207	867	protein_coding	Stx1a	ENSMUSP00000005509.4
ENSMUST00000001984	ENSMUSG00000007209	705	protein_coding	Ceacam9	ENSMUSP00000001984.3
ENSMUST00000204095	ENSMUSG00000007216	1617	protein_coding	Zfp775	ENSMUSP00000145192.1
ENSMUST00000007423	ENSMUSG00000007279	2994	protein_coding	Scube2	ENSMUSP00000007423.5
ENSMUST00000007482	ENSMUSG00000007338	501	protein_coding	Mrpl49	ENSMUSP00000007482.6
ENSMUST00000172288	ENSMUSG00000007379	2763	protein_coding	Dennd2c	ENSMUSP00000127187.2
ENSMUST00000221753	ENSMUSG00000007411	2394	protein_coding	Mark3	ENSMUSP00000152727.1
ENSMUST00000007559	ENSMUSG00000007415	801	protein_coding	Gatad1	ENSMUSP00000007559.8
ENSMUST00000115658	ENSMUSG00000007440	2841	protein_coding	Pcdha11	ENSMUSP00000111322.3
ENSMUST00000007601	ENSMUSG00000007457	1485	protein_coding	2310003L06Rik	ENSMUSP00000007601.3
ENSMUST00000007602	ENSMUSG00000007458	837	protein_coding	M6pr	ENSMUSP00000007602.8
ENSMUST00000113654	ENSMUSG00000007476	2433	protein_coding	Lrrc8a	ENSMUSP00000109284.1
ENSMUST00000172148	ENSMUSG00000007480	1119	protein_coding	Mc5r	ENSMUSP00000130497.1
ENSMUST00000007708	ENSMUSG00000007564	1770	protein_coding	Ppp2r1a	ENSMUSP00000007708.7
ENSMUST00000114803	ENSMUSG00000007570	1581	protein_coding	Fance	ENSMUSP00000110451.2
ENSMUST00000227842	ENSMUSG00000007589	1260	protein_coding	Tinf2	ENSMUSP00000154628.1
ENSMUST00000228395	ENSMUSG00000007591	1017	protein_coding	Tssk4	ENSMUSP00000154783.1
ENSMUST00000007738	ENSMUSG00000007594	1203	protein_coding	Hapln4	ENSMUSP00000007738.9
ENSMUST00000007747	ENSMUSG00000007603	1914	protein_coding	Dus3l	ENSMUSP00000007747.8
ENSMUST00000168847	ENSMUSG00000007610	1482	protein_coding	Gtpbp3	ENSMUSP00000126761.1
ENSMUST00000007757	ENSMUSG00000007613	1512	protein_coding	Tgfbr1	ENSMUSP00000007757.8
ENSMUST00000079086	ENSMUSG00000007617	1113	protein_coding	Homer1	ENSMUSP00000078093.6
ENSMUST00000007790	ENSMUSG00000007646	1155	protein_coding	Rad51c	ENSMUSP00000007790.4
ENSMUST00000192403	ENSMUSG00000007653	1539	protein_coding	Gabrb2	ENSMUSP00000141868.1
ENSMUST00000007799	ENSMUSG00000007655	537	protein_coding	Cav1	ENSMUSP00000007799.6
ENSMUST00000169492	ENSMUSG00000007656	438	protein_coding	Arpp19	ENSMUSP00000128921.1
ENSMUST00000007803	ENSMUSG00000007659	702	protein_coding	Bcl2l1	ENSMUSP00000007803.5
ENSMUST00000007814	ENSMUSG00000007670	2247	protein_coding	Khsrp	ENSMUSP00000007814.8
ENSMUST00000082432	ENSMUSG00000007682	801	protein_coding	Dio2	ENSMUSP00000081013.3
ENSMUST00000007865	ENSMUSG00000007721	654	protein_coding	Ccdc124	ENSMUSP00000007865.5
ENSMUST00000173867	ENSMUSG00000007739	1620	protein_coding	Cct4	ENSMUSP00000133523.1
ENSMUST00000007921	ENSMUSG00000007777	423	protein_coding	0610009B22Rik	ENSMUSP00000007921.2
ENSMUST00000212836	ENSMUSG00000007783	2397	protein_coding	Cpt1c	ENSMUSP00000148815.1
ENSMUST00000007949	ENSMUSG00000007805	483	protein_coding	Twist2	ENSMUSP00000007949.3
ENSMUST00000167316	ENSMUSG00000007812	1626	protein_coding	Zfp655	ENSMUSP00000128969.1
ENSMUST00000007959	ENSMUSG00000007815	582	protein_coding	Rhoa	ENSMUSP00000007959.8
ENSMUST00000162645	ENSMUSG00000007817	3219	protein_coding	Zmiz1	ENSMUSP00000124863.1
ENSMUST00000112830	ENSMUSG00000007827	5046	protein_coding	Ankrd26	ENSMUSP00000108449.1
ENSMUST00000209963	ENSMUSG00000007833	2409	protein_coding	Aldh16a1	ENSMUSP00000148069.1
ENSMUST00000007980	ENSMUSG00000007836	918	protein_coding	Hnrnpa0	ENSMUSP00000007980.6
ENSMUST00000210690	ENSMUSG00000007837	597	protein_coding	Prrg2	ENSMUSP00000148014.1
ENSMUST00000077817	ENSMUSG00000007850	1419	protein_coding	Hnrnph1	ENSMUSP00000076989.7
ENSMUST00000222821	ENSMUSG00000007867	621	protein_coding	Ift43	ENSMUSP00000152079.1
ENSMUST00000008016	ENSMUSG00000007872	360	protein_coding	Id3	ENSMUSP00000008016.2
ENSMUST00000008021	ENSMUSG00000007877	504	protein_coding	Tcap	ENSMUSP00000008021.2
ENSMUST00000145664	ENSMUSG00000007880	6864	protein_coding	Arid1a	ENSMUSP00000122354.2
ENSMUST00000008032	ENSMUSG00000007888	1278	protein_coding	Crlf1	ENSMUSP00000008032.7
ENSMUST00000151120	ENSMUSG00000007891	1233	protein_coding	Ctsd	ENSMUSP00000121203.1
ENSMUST00000008036	ENSMUSG00000007892	345	protein_coding	Rplp1	ENSMUSP00000008036.7
ENSMUST00000008051	ENSMUSG00000007907	1176	protein_coding	Cabs1	ENSMUSP00000008051.3
ENSMUST00000008052	ENSMUSG00000007908	1032	protein_coding	Hmgcll1	ENSMUSP00000008052.6
ENSMUST00000008088	ENSMUSG00000007944	720	protein_coding	Ttc9b	ENSMUSP00000008088.7
ENSMUST00000008090	ENSMUSG00000007946	843	protein_coding	Phox2a	ENSMUSP00000008090.8
ENSMUST00000008094	ENSMUSG00000007950	1320	protein_coding	Abhd8	ENSMUSP00000008094.8
ENSMUST00000200157	ENSMUSG00000007987	558	protein_coding	Ift22	ENSMUSP00000143488.1
ENSMUST00000131309	ENSMUSG00000007989	2001	protein_coding	Fzd3	ENSMUSP00000115325.1
ENSMUST00000107933	ENSMUSG00000008028	591	protein_coding	1700008O03Rik	ENSMUSP00000103566.1
ENSMUST00000115524	ENSMUSG00000008035	549	protein_coding	Mid1ip1	ENSMUSP00000111186.1
ENSMUST00000086112	ENSMUSG00000008036	429	protein_coding	Ap2s1	ENSMUSP00000083281.6
ENSMUST00000013633	ENSMUSG00000008090	1590	protein_coding	Fgfrl1	ENSMUSP00000013633.8
ENSMUST00000118856	ENSMUSG00000008129	1803	protein_coding	4930432K21Rik	ENSMUSP00000113651.1
ENSMUST00000008280	ENSMUSG00000008136	840	protein_coding	Fhl2	ENSMUSP00000008280.7
ENSMUST00000118808	ENSMUSG00000008140	807	protein_coding	Emc10	ENSMUSP00000113509.2
ENSMUST00000008297	ENSMUSG00000008153	2871	protein_coding	Clstn3	ENSMUSP00000008297.4
ENSMUST00000095220	ENSMUSG00000008167	1377	protein_coding	Fbxw9	ENSMUSP00000092845.3
ENSMUST00000098483	ENSMUSG00000008193	853	protein_coding	Spib	ENSMUSP00000096084.3
ENSMUST00000013759	ENSMUSG00000008200	3234	protein_coding	Fnbp4	ENSMUSP00000013759.5
ENSMUST00000008350	ENSMUSG00000008206	1182	protein_coding	Cers4	ENSMUSP00000008350.8
ENSMUST00000090811	ENSMUSG00000008226	1257	protein_coding	Scrn3	ENSMUSP00000088320.4
ENSMUST00000008445	ENSMUSG00000008301	1158	protein_coding	Phax	ENSMUSP00000008445.5
ENSMUST00000030095	ENSMUSG00000008305	2343	protein_coding	Tle1	ENSMUSP00000030095.4
ENSMUST00000008451	ENSMUSG00000008307	633	protein_coding	1700109H08Rik	ENSMUSP00000008451.5
ENSMUST00000008462	ENSMUSG00000008318	1311	protein_coding	Relt	ENSMUSP00000008462.3
ENSMUST00000008477	ENSMUSG00000008333	678	protein_coding	Snrpb2	ENSMUSP00000008477.6
