transcript_length	ensembl_peptide_id_version	external_gene_name	gene_biotype
ENSMUSG00000026279	5558	ENSMUSP00000140761.1	Thap4	protein_coding
ENSMUSG00000026280	4173	ENSMUSP00000027502.8	Atg4b	protein_coding
ENSMUSG00000026281	1055	ENSMUSP00000108511.2	Dtymk	protein_coding
ENSMUSG00000026283	4538	ENSMUSP00000140739.1	Ing5	protein_coding
ENSMUSG00000026285	1930	ENSMUSP00000027507.6	Pdcd1	protein_coding
ENSMUSG00000026288	4937	ENSMUSP00000127941.1	Inpp5d	protein_coding
ENSMUSG00000026289	3130	ENSMUSP00000027512.6	Atg16l1	protein_coding
ENSMUSG00000026295	928	ENSMUSP00000027518.5	Spp2	protein_coding
ENSMUSG00000026301	3210	ENSMUSP00000108717.2	Iqca	protein_coding
ENSMUSG00000026303	4499	ENSMUSP00000027528.6	Mlph	protein_coding
ENSMUSG00000026304	1831	ENSMUSP00000027529.5	Rab17	protein_coding
ENSMUSG00000026305	3645	ENSMUSP00000095254.3	Lrrfip1	protein_coding
ENSMUSG00000026307	2202	ENSMUSP00000027532.6	Scly	protein_coding
ENSMUSG00000026308	3089	ENSMUSP00000027533.8	Klhl30	protein_coding
ENSMUSG00000026309	2683	ENSMUSP00000140752.1	Ilkap	protein_coding
ENSMUSG00000026311	5826	ENSMUSP00000027538.8	Asb1	protein_coding
ENSMUSG00000026312	4945	ENSMUSP00000108321.1	Cdh7	protein_coding
ENSMUSG00000026313	8100	ENSMUSP00000095249.3	Hdac4	protein_coding
ENSMUSG00000026315	4581	ENSMUSP00000108326.2	Serpinb8	protein_coding
ENSMUSG00000026317	6857	ENSMUSP00000027554.7	Cln8	protein_coding
ENSMUSG00000026319	5414	ENSMUSP00000083926.4	Relch	protein_coding
ENSMUSG00000026321	5027	ENSMUSP00000027559.6	Tnfrsf11a	protein_coding
ENSMUSG00000026322	4657	ENSMUSP00000027560.6	Htr4	protein_coding
ENSMUSG00000026327	2084	ENSMUSP00000027566.2	Serpinb11	protein_coding
ENSMUSG00000026331	2747	ENSMUSP00000027569.7	Slco6c1	protein_coding
ENSMUSG00000026333	2494	ENSMUSP00000027571.6	Gin1	protein_coding
ENSMUSG00000026335	4102	ENSMUSP00000095228.3	Pam	protein_coding
ENSMUSG00000026336	2840	ENSMUSP00000125258.1	Slco6d1	protein_coding
ENSMUSG00000026339	7274	ENSMUSP00000043442.9	Ccdc93	protein_coding
ENSMUSG00000026341	2565	ENSMUSP00000137503.1	Actr3	protein_coding
ENSMUSG00000026342	2733	ENSMUSP00000027580.4	Slc35f5	protein_coding
ENSMUSG00000026343	2691	ENSMUSP00000027581.6	Gpr39	protein_coding
ENSMUSG00000026344	6464	ENSMUSP00000125149.1	Lypd1	protein_coding
ENSMUSG00000026347	3488	ENSMUSP00000140828.1	Tmem163	protein_coding
ENSMUSG00000026348	2717	ENSMUSP00000048482.6	Acmsd	protein_coding
ENSMUSG00000026349	6738	ENSMUSP00000027587.8	Ccnt2	protein_coding
ENSMUSG00000026353	4113	ENSMUSP00000027592.3	Ubxn4	protein_coding
ENSMUSG00000026354	6174	ENSMUSP00000073190.6	Lct	protein_coding
ENSMUSG00000026355	4355	ENSMUSP00000140308.1	Mcm6	protein_coding
ENSMUSG00000026356	2175	ENSMUSP00000027602.8	Dars	protein_coding
ENSMUSG00000026357	2031	ENSMUSP00000027603.3	Rgs18	protein_coding
ENSMUSG00000026358	3841	ENSMUSP00000140624.1	Rgs1	protein_coding
ENSMUSG00000026360	3021	ENSMUSP00000115558.1	Rgs2	protein_coding
ENSMUSG00000026361	11586	ENSMUSP00000018337.7	Cdc73	protein_coding
ENSMUSG00000026365	4365	ENSMUSP00000107607.2	Cfh	protein_coding
ENSMUSG00000026368	2379	ENSMUSP00000027615.5	F13b	protein_coding
ENSMUSG00000026374	7063	ENSMUSP00000027623.7	Tsn	protein_coding
ENSMUSG00000026377	1889	ENSMUSP00000027626.6	Nifk	protein_coding
ENSMUSG00000026380	9269	ENSMUSP00000027629.8	Tfcp2l1	protein_coding
ENSMUSG00000026383	6870	ENSMUSP00000140227.1	Epb41l5	protein_coding
ENSMUSG00000026384	10874	ENSMUSP00000067614.5	Ptpn4	protein_coding
ENSMUSG00000026385	604	ENSMUSP00000138014.1	Dbi	protein_coding
ENSMUSG00000026387	2012	ENSMUSP00000072660.4	Sctr	protein_coding
ENSMUSG00000026388	1007	ENSMUSP00000027637.6	3110009E18Rik	protein_coding
ENSMUSG00000026389	5158	ENSMUSP00000108260.1	Steap3	protein_coding
ENSMUSG00000026390	1925	ENSMUSP00000027639.1	Marco	protein_coding
ENSMUSG00000026393	5258	ENSMUSP00000140903.2	Nek7	protein_coding
ENSMUSG00000026394	1887	ENSMUSP00000027643.4	Atp6v1g3	protein_coding
ENSMUSG00000026395	5074	ENSMUSP00000138350.1	Ptprc	protein_coding
ENSMUSG00000026398	4733	ENSMUSP00000027649.7	Nr5a2	protein_coding
ENSMUSG00000026399	2533	ENSMUSP00000027650.6	Cd55	protein_coding
ENSMUSG00000026401	1325	ENSMUSP00000108107.2	Cd55b	protein_coding
ENSMUSG00000026404	2166	ENSMUSP00000027655.6	Ddx59	protein_coding
ENSMUSG00000026405	3045	ENSMUSP00000027657.7	C4bp	protein_coding
ENSMUSG00000026407	6251	ENSMUSP00000107695.1	Cacna1s	protein_coding
ENSMUSG00000026409	4505	ENSMUSP00000140551.1	Pfkfb2	protein_coding
ENSMUSG00000026411	1806	ENSMUSP00000065409.8	Tmem9	protein_coding
ENSMUSG00000026413	4669	ENSMUSP00000027667.6	Pkp1	protein_coding
ENSMUSG00000026414	1200	ENSMUSP00000140941.1	Tnnt2	protein_coding
ENSMUSG00000026415	1879	ENSMUSP00000108096.2	Fcamr	protein_coding
ENSMUSG00000026416	1186	ENSMUSP00000027673.4	Il20	protein_coding
ENSMUSG00000026417	3849	ENSMUSP00000027675.7	Pigr	protein_coding
ENSMUSG00000026418	1150	ENSMUSP00000123509.1	Tnni1	protein_coding
ENSMUSG00000026420	1182	ENSMUSP00000140149.1	Il24	protein_coding
ENSMUSG00000026421	1828	ENSMUSP00000095169.2	Csrp1	protein_coding
ENSMUSG00000026424	2269	ENSMUSP00000027682.8	Gpr37l1	protein_coding
ENSMUSG00000026425	8026	ENSMUSP00000095195.2	Srgap2	protein_coding
ENSMUSG00000026426	1713	ENSMUSP00000027684.4	Arl8a	protein_coding
ENSMUSG00000026427	3465	ENSMUSP00000137678.1	Eif2d	protein_coding
ENSMUSG00000026429	1116	ENSMUSP00000027687.7	Ube2t	protein_coding
ENSMUSG00000026430	3485	ENSMUSP00000027688.8	Rassf5	protein_coding
ENSMUSG00000026432	4023	ENSMUSP00000027690.6	Avpr1b	protein_coding
ENSMUSG00000026433	1226	ENSMUSP00000027693.7	Rab29	protein_coding
ENSMUSG00000026434	5998	ENSMUSP00000062576.6	Nucks1	protein_coding
ENSMUSG00000026435	3340	ENSMUSP00000027695.6	Slc45a3	protein_coding
ENSMUSG00000026436	4433	ENSMUSP00000083743.5	Elk4	protein_coding
ENSMUSG00000026437	4355	ENSMUSP00000027697.5	Cdk18	protein_coding
ENSMUSG00000026439	3385	ENSMUSP00000027700.9	Rbbp5	protein_coding
ENSMUSG00000026442	9739	ENSMUSP00000092148.4	Nfasc	protein_coding
ENSMUSG00000026443	3428	ENSMUSP00000027706.3	Lrrn2	protein_coding
ENSMUSG00000026447	7928	ENSMUSP00000076911.5	Pik3c2b	protein_coding
ENSMUSG00000026450	1815	ENSMUSP00000123979.1	Chit1	protein_coding
ENSMUSG00000026452	6879	ENSMUSP00000112438.1	Syt2	protein_coding
ENSMUSG00000026455	3408	ENSMUSP00000027725.4	Klhl12	protein_coding
ENSMUSG00000026456	2420	ENSMUSP00000133385.1	Cyb5r1	protein_coding
ENSMUSG00000026457	3446	ENSMUSP00000107856.1	Adipor1	protein_coding
ENSMUSG00000026458	6067	ENSMUSP00000128314.1	Ppfia4	protein_coding
ENSMUSG00000026459	1495	ENSMUSP00000027730.4	Myog	protein_coding
ENSMUSG00000026463	11725	ENSMUSP00000119242.1	Atp2b4	protein_coding
ENSMUSG00000026466	4234	ENSMUSP00000095134.3	Tor1aip1	protein_coding
ENSMUSG00000026468	5514	ENSMUSP00000027740.7	Lhx4	protein_coding
ENSMUSG00000026469	7492	ENSMUSP00000027741.5	Xpr1	protein_coding
ENSMUSG00000026470	4589	ENSMUSP00000027743.7	Stx6	protein_coding
ENSMUSG00000026471	2949	ENSMUSP00000142195.1	Mr1	protein_coding
ENSMUSG00000026473	2792	ENSMUSP00000083375.5	Glul	protein_coding
ENSMUSG00000026475	2339	ENSMUSP00000027748.7	Rgs16	protein_coding
ENSMUSG00000026478	7622	ENSMUSP00000027752.8	Lamc1	protein_coding
ENSMUSG00000026479	5164	ENSMUSP00000027753.6	Lamc2	protein_coding
ENSMUSG00000026480	3550	ENSMUSP00000140404.1	Ncf2	protein_coding
ENSMUSG00000026482	5092	ENSMUSP00000107490.1	Rgl1	protein_coding
ENSMUSG00000026483	6531	ENSMUSP00000115822.1	Fam129a	protein_coding
ENSMUSG00000026484	3201	ENSMUSP00000140896.1	Rnf2	protein_coding
ENSMUSG00000026489	4026	ENSMUSP00000027766.6	Coq8a	protein_coding
ENSMUSG00000026490	9161	ENSMUSP00000106746.1	Cdc42bpa	protein_coding
ENSMUSG00000026491	8506	ENSMUSP00000027768.7	Ahctf1	protein_coding
ENSMUSG00000026492	2449	ENSMUSP00000027769.5	Tfb2m	protein_coding
ENSMUSG00000026494	13749	ENSMUSP00000124462.1	Kif26b	protein_coding
ENSMUSG00000026495	3580	ENSMUSP00000027775.7	Efcab2	protein_coding
ENSMUSG00000026496	3873	ENSMUSP00000027777.6	Parp1	protein_coding
ENSMUSG00000026497	2294	ENSMUSP00000027778.7	Mixl1	protein_coding
ENSMUSG00000026499	3471	ENSMUSP00000027780.4	Acbd3	protein_coding
ENSMUSG00000026500	471	ENSMUSP00000027781.6	Cox20	protein_coding
ENSMUSG00000026502	8802	ENSMUSP00000027783.7	Desi2	protein_coding
ENSMUSG00000026504	2891	ENSMUSP00000137948.1	Sdccag8	protein_coding
ENSMUSG00000026509	3225	ENSMUSP00000068895.8	Capn2	protein_coding
ENSMUSG00000026510	4361	ENSMUSP00000112508.1	Trp53bp2	protein_coding
ENSMUSG00000026511	1367	ENSMUSP00000027792.5	Srp9	protein_coding
ENSMUSG00000026514	2668	ENSMUSP00000027795.7	Cnih3	protein_coding
ENSMUSG00000026516	9392	ENSMUSP00000027797.7	Nvl	protein_coding
ENSMUSG00000026519	3306	ENSMUSP00000027800.8	Tmem63a	protein_coding
ENSMUSG00000026520	1580	ENSMUSP00000027802.7	Pycr2	protein_coding
ENSMUSG00000026523	3823	ENSMUSP00000128678.1	Wdr64	protein_coding
ENSMUSG00000026525	1913	ENSMUSP00000027809.7	Opn3	protein_coding
ENSMUSG00000026526	2636	ENSMUSP00000027810.7	Fh1	protein_coding
ENSMUSG00000026527	2431	ENSMUSP00000142180.1	Rgs7	protein_coding
ENSMUSG00000026531	799	ENSMUSP00000027816.4	Mptx1	protein_coding
ENSMUSG00000026532	8406	ENSMUSP00000027817.7	Spta1	protein_coding
ENSMUSG00000026535	1697	ENSMUSP00000000266.7	Ifi202b	protein_coding
ENSMUSG00000026536	1785	ENSMUSP00000009340.8	Ifi211	protein_coding
ENSMUSG00000026542	971	ENSMUSP00000027824.5	Apcs	protein_coding
ENSMUSG00000026544	1410	ENSMUSP00000027826.5	Dusp23	protein_coding
ENSMUSG00000026546	1908	ENSMUSP00000083057.5	Cfap45	protein_coding
ENSMUSG00000026547	1586	ENSMUSP00000106861.1	Tagln2	protein_coding
ENSMUSG00000026548	1313	ENSMUSP00000027830.4	Slamf9	protein_coding
ENSMUSG00000026553	4622	ENSMUSP00000118179.1	Copa	protein_coding
ENSMUSG00000026554	4656	ENSMUSP00000073778.5	Dcaf8	protein_coding
ENSMUSG00000026556	6528	ENSMUSP00000106894.2	Vangl2	protein_coding
ENSMUSG00000026558	4731	ENSMUSP00000060202.4	Uck2	protein_coding
ENSMUSG00000026560	3065	ENSMUSP00000027843.3	Fmo9	protein_coding
ENSMUSG00000026563	2215	ENSMUSP00000027846.7	Tada1	protein_coding
ENSMUSG00000026564	4045	ENSMUSP00000141564.1	Dusp27	protein_coding
ENSMUSG00000026565	13050	ENSMUSP00000107056.2	Pou2f1	protein_coding
ENSMUSG00000026566	2285	ENSMUSP00000107062.2	Mpzl1	protein_coding
ENSMUSG00000026567	5569	ENSMUSP00000137959.1	Adcy10	protein_coding
ENSMUSG00000026568	1025	ENSMUSP00000027853.5	Mpc2	protein_coding
ENSMUSG00000026571	4110	ENSMUSP00000027856.7	Dcaf6	protein_coding
ENSMUSG00000026572	2660	ENSMUSP00000027859.5	Tbx19	protein_coding
ENSMUSG00000026573	523	ENSMUSP00000027860.7	Xcl1	protein_coding
ENSMUSG00000026574	1724	ENSMUSP00000027861.4	Dpt	protein_coding
ENSMUSG00000026575	2536	ENSMUSP00000141771.1	Nme7	protein_coding
ENSMUSG00000026576	2580	ENSMUSP00000027863.7	Atp1b1	protein_coding
ENSMUSG00000026577	3948	ENSMUSP00000027866.4	Blzf1	protein_coding
ENSMUSG00000026578	1909	ENSMUSP00000027867.6	Ccdc181	protein_coding
ENSMUSG00000026579	7430	ENSMUSP00000083204.5	F5	protein_coding
ENSMUSG00000026580	3438	ENSMUSP00000123924.1	Selp	protein_coding
ENSMUSG00000026581	5703	ENSMUSP00000142237.1	Sell	protein_coding
ENSMUSG00000026582	2912	ENSMUSP00000027874.5	Sele	protein_coding
ENSMUSG00000026584	4368	ENSMUSP00000027876.4	Scyl3	protein_coding
ENSMUSG00000026585	4012	ENSMUSP00000076830.5	Kifap3	protein_coding
ENSMUSG00000026586	6527	ENSMUSP00000134338.1	Prrx1	protein_coding
ENSMUSG00000026587	7248	ENSMUSP00000142322.1	Astn1	protein_coding
ENSMUSG00000026589	4661	ENSMUSP00000083300.2	Sec16b	protein_coding
ENSMUSG00000026592	912	ENSMUSP00000114092.1	Tex35	protein_coding
ENSMUSG00000026594	6863	ENSMUSP00000132533.1	Ralgps2	protein_coding
ENSMUSG00000026596	10151	ENSMUSP00000126181.2	Abl2	protein_coding
ENSMUSG00000026600	8371	ENSMUSP00000140721.1	Soat1	protein_coding
ENSMUSG00000026601	3586	ENSMUSP00000137354.1	Axdnd1	protein_coding
ENSMUSG00000026602	3116	ENSMUSP00000027896.4	Nphs2	protein_coding
ENSMUSG00000026603	1680	ENSMUSP00000027897.7	Smyd2	protein_coding
ENSMUSG00000026604	10746	ENSMUSP00000095051.2	Ptpn14	protein_coding
ENSMUSG00000026605	11130	ENSMUSP00000129738.1	Cenpf	protein_coding
ENSMUSG00000026608	3934	ENSMUSP00000141861.1	Kctd3	protein_coding
ENSMUSG00000026609	15695	ENSMUSP00000050454.7	Ush2a	protein_coding
ENSMUSG00000026610	5373	ENSMUSP00000106563.1	Esrrg	protein_coding
ENSMUSG00000026611	1552	ENSMUSP00000138855.1	Spata17	protein_coding
ENSMUSG00000026614	5836	ENSMUSP00000053181.6	Slc30a10	protein_coding
ENSMUSG00000026615	4906	ENSMUSP00000045841.7	Eprs	protein_coding
ENSMUSG00000026616	6212	ENSMUSP00000141538.1	Cr2	protein_coding
ENSMUSG00000026617	2200	ENSMUSP00000027916.6	Bpnt1	protein_coding
ENSMUSG00000026618	5471	ENSMUSP00000027921.4	Iars2	protein_coding
ENSMUSG00000026620	4221	ENSMUSP00000027929.4	Mark1	protein_coding
ENSMUSG00000026621	2152	ENSMUSP00000106620.2	Marc1	protein_coding
ENSMUSG00000026622	3227	ENSMUSP00000027931.7	Nek2	protein_coding
ENSMUSG00000026623	7233	ENSMUSP00000106479.1	Lpgat1	protein_coding
ENSMUSG00000026626	3088	ENSMUSP00000070726.3	Ppp2r5a	protein_coding
ENSMUSG00000026627	2246	ENSMUSP00000027940.5	Tmem206	protein_coding
ENSMUSG00000026628	1984	ENSMUSP00000027941.8	Atf3	protein_coding
ENSMUSG00000026630	801	ENSMUSP00000027943.4	Batf3	protein_coding
ENSMUSG00000026632	1242	ENSMUSP00000106518.3	Tatdn3	protein_coding
ENSMUSG00000026634	3714	ENSMUSP00000064556.7	Angel2	protein_coding
ENSMUSG00000026637	1964	ENSMUSP00000082710.6	Traf5	protein_coding
ENSMUSG00000026638	4113	ENSMUSP00000075839.5	Irf6	protein_coding
ENSMUSG00000026639	4867	ENSMUSP00000142053.1	Lamb3	protein_coding
ENSMUSG00000026640	11040	ENSMUSP00000027952.5	Plxna2	protein_coding
ENSMUSG00000026641	2167	ENSMUSP00000125729.1	Usf1	protein_coding
ENSMUSG00000026643	4461	ENSMUSP00000080600.6	Nmt2	protein_coding
ENSMUSG00000026644	534	ENSMUSP00000154392.1	Acbd7	protein_coding
ENSMUSG00000026645	1764	ENSMUSP00000141485.1	Olah	protein_coding
ENSMUSG00000026646	4327	ENSMUSP00000027956.2	Suv39h2	protein_coding
ENSMUSG00000026648	7075	ENSMUSP00000054300.5	Dclre1c	protein_coding
ENSMUSG00000026649	1034	ENSMUSP00000027959.4	Cfap126	protein_coding
ENSMUSG00000026650	706	ENSMUSP00000070310.7	Meig1	protein_coding
ENSMUSG00000026655	3602	ENSMUSP00000154419.1	Fam107b	protein_coding
ENSMUSG00000026656	3544	ENSMUSP00000027966.7	Fcgr2b	protein_coding
ENSMUSG00000026657	6761	ENSMUSP00000075172.7	Frmd4a	protein_coding
ENSMUSG00000026659	1875	ENSMUSP00000129515.1	Dusp12	protein_coding
ENSMUSG00000026662	5319	ENSMUSP00000027973.7	Sephs1	protein_coding
ENSMUSG00000026663	7246	ENSMUSP00000027974.5	Atf6	protein_coding
ENSMUSG00000026664	1438	ENSMUSP00000027975.7	Phyh	protein_coding
ENSMUSG00000026667	7864	ENSMUSP00000027979.7	Uhmk1	protein_coding
ENSMUSG00000026668	847	ENSMUSP00000110662.2	Ucma	protein_coding
ENSMUSG00000026669	4867	ENSMUSP00000100050.1	Mcm10	protein_coding
ENSMUSG00000026670	2311	ENSMUSP00000106982.3	Uap1	protein_coding
ENSMUSG00000026672	2614	ENSMUSP00000110648.1	Optn	protein_coding
ENSMUSG00000026674	8590	ENSMUSP00000141443.1	Ddr2	protein_coding
ENSMUSG00000026675	4612	ENSMUSP00000027989.6	Hsd17b7	protein_coding
ENSMUSG00000026676	2670	ENSMUSP00000027988.7	Ccdc3	protein_coding
ENSMUSG00000026678	4096	ENSMUSP00000027997.3	Rgs5	protein_coding
ENSMUSG00000026679	1199	ENSMUSP00000027992.2	Enkur	protein_coding
ENSMUSG00000026683	2405	ENSMUSP00000106999.1	Nuf2	protein_coding
ENSMUSG00000026686	3347	ENSMUSP00000028003.6	Lmx1a	protein_coding
ENSMUSG00000026687	2835	ENSMUSP00000028004.9	Aldh9a1	protein_coding
ENSMUSG00000026688	1097	ENSMUSP00000028005.2	Mgst3	protein_coding
ENSMUSG00000026691	2046	ENSMUSP00000028010.7	Fmo3	protein_coding
ENSMUSG00000026692	2683	ENSMUSP00000107150.1	Fmo4	protein_coding
ENSMUSG00000026694	4541	ENSMUSP00000028017.8	Mettl13	protein_coding
ENSMUSG00000026696	2752	ENSMUSP00000121977.1	Vamp4	protein_coding
ENSMUSG00000026697	2074	ENSMUSP00000028020.9	Myoc	protein_coding
ENSMUSG00000026698	4207	ENSMUSP00000141646.1	Pigc	protein_coding
ENSMUSG00000026700	1842	ENSMUSP00000028024.4	Tnfsf4	protein_coding
ENSMUSG00000026701	2387	ENSMUSP00000071636.5	Prdx6	protein_coding
ENSMUSG00000026705	4072	ENSMUSP00000107238.1	Klhl20	protein_coding
ENSMUSG00000026707	3149	ENSMUSP00000141924.1	Nsun6	protein_coding
ENSMUSG00000026708	4883	ENSMUSP00000028035.7	Cenpl	protein_coding
ENSMUSG00000026709	3619	ENSMUSP00000041851.3	Dars2	protein_coding
ENSMUSG00000026712	5374	ENSMUSP00000028045.2	Mrc1	protein_coding
ENSMUSG00000026715	4970	ENSMUSP00000068971.5	Serpinc1	protein_coding
ENSMUSG00000026718	5000	ENSMUSP00000100025.4	Stam	protein_coding
ENSMUSG00000026721	6338	ENSMUSP00000028052.5	Rabgap1l	protein_coding
ENSMUSG00000026723	3788	ENSMUSP00000114572.1	Trdmt1	protein_coding
ENSMUSG00000026725	5817	ENSMUSP00000039452.5	Tnn	protein_coding
ENSMUSG00000026726	11262	ENSMUSP00000089009.5	Cubn	protein_coding
ENSMUSG00000026727	1604	ENSMUSP00000110439.2	Rsu1	protein_coding
ENSMUSG00000026728	2193	ENSMUSP00000028062.2	Vim	protein_coding
ENSMUSG00000026730	3571	ENSMUSP00000117009.1	Pter	protein_coding
ENSMUSG00000026734	2008	ENSMUSP00000058720.4	4921504E06Rik	protein_coding
ENSMUSG00000026735	1508	ENSMUSP00000028068.2	Ptf1a	protein_coding
ENSMUSG00000026736	1459	ENSMUSP00000028069.1	4930426L09Rik	protein_coding
ENSMUSG00000026737	3477	ENSMUSP00000006912.5	Pip4k2a	protein_coding
ENSMUSG00000026739	3594	ENSMUSP00000028071.6	Bmi1	protein_coding
ENSMUSG00000026740	5497	ENSMUSP00000126321.1	Dnajc1	protein_coding
ENSMUSG00000026743	5063	ENSMUSP00000110319.1	Mllt10	protein_coding
ENSMUSG00000026748	6947	ENSMUSP00000028081.6	Plxdc2	protein_coding
ENSMUSG00000026749	10338	ENSMUSP00000049723.3	Nek6	protein_coding
ENSMUSG00000026750	1160	ENSMUSP00000028083.5	Psmb7	protein_coding
ENSMUSG00000026751	2994	ENSMUSP00000108504.1	Nr5a1	protein_coding
ENSMUSG00000026753	4115	ENSMUSP00000028087.3	Ppp6c	protein_coding
ENSMUSG00000026754	4869	ENSMUSP00000037735.8	Golga1	protein_coding
ENSMUSG00000026755	1339	ENSMUSP00000108483.2	Arpc5l	protein_coding
ENSMUSG00000026761	4066	ENSMUSP00000028098.4	Orc4	protein_coding
ENSMUSG00000026764	6856	ENSMUSP00000028102.7	Kif5c	protein_coding
ENSMUSG00000026765	2286	ENSMUSP00000028103.6	Lypd6b	protein_coding
ENSMUSG00000026766	1342	ENSMUSP00000099830.4	Mmadhc	protein_coding
ENSMUSG00000026767	2344	ENSMUSP00000028105.6	Mindy3	protein_coding
ENSMUSG00000026768	5812	ENSMUSP00000028106.4	Itga8	protein_coding
ENSMUSG00000026770	4412	ENSMUSP00000028111.4	Il2ra	protein_coding
ENSMUSG00000026771	6595	ENSMUSP00000114974.1	Spopl	protein_coding
ENSMUSG00000026773	4801	ENSMUSP00000142296.1	Pfkfb3	protein_coding
ENSMUSG00000026774	1842	ENSMUSP00000028113.3	4931423N10Rik	protein_coding
ENSMUSG00000026775	4707	ENSMUSP00000028117.3	Yme1l1	protein_coding
ENSMUSG00000026778	3583	ENSMUSP00000028118.3	Prkcq	protein_coding
ENSMUSG00000026779	5590	ENSMUSP00000028119.6	Mastl	protein_coding
ENSMUSG00000026781	4804	ENSMUSP00000154043.1	Acbd5	protein_coding
ENSMUSG00000026782	5768	ENSMUSP00000058754.8	Abi2	protein_coding
ENSMUSG00000026784	1642	ENSMUSP00000055689.7	Pdss1	protein_coding
ENSMUSG00000026785	3113	ENSMUSP00000041025.7	Pkn3	protein_coding
ENSMUSG00000026786	2773	ENSMUSP00000014290.8	Apbb1ip	protein_coding
ENSMUSG00000026787	5744	ENSMUSP00000028123.3	Gad2	protein_coding
ENSMUSG00000026788	4998	ENSMUSP00000028125.5	Zbtb43	protein_coding
ENSMUSG00000026790	3959	ENSMUSP00000049272.7	Odf2	protein_coding
ENSMUSG00000026791	2108	ENSMUSP00000028129.7	Slc2a8	protein_coding
ENSMUSG00000026792	4030	ENSMUSP00000108825.1	Lrsam1	protein_coding
ENSMUSG00000026796	3714	ENSMUSP00000028135.8	Fam129b	protein_coding
ENSMUSG00000026797	3892	ENSMUSP00000052440.9	Stxbp1	protein_coding
ENSMUSG00000026798	3026	ENSMUSP00000120160.1	Coq4	protein_coding
ENSMUSG00000026799	1686	ENSMUSP00000109461.4	Med27	protein_coding
ENSMUSG00000026803	4160	ENSMUSP00000097809.3	Ttf1	protein_coding
ENSMUSG00000026805	3666	ENSMUSP00000053147.2	Barhl1	protein_coding
ENSMUSG00000026806	3271	ENSMUSP00000109484.2	Ddx31	protein_coding
ENSMUSG00000026807	1567	ENSMUSP00000073789.6	Ak8	protein_coding
ENSMUSG00000026809	699	ENSMUSP00000121846.1	Spaca9	protein_coding
ENSMUSG00000026810	1412	ENSMUSP00000124665.1	Dpm2	protein_coding
ENSMUSG00000026811	2536	ENSMUSP00000092655.3	St6galnac6	protein_coding
ENSMUSG00000026812	7702	ENSMUSP00000109500.1	Tsc1	protein_coding
ENSMUSG00000026814	3422	ENSMUSP00000009705.7	Eng	protein_coding
ENSMUSG00000026815	1822	ENSMUSP00000128052.1	Gfi1b	protein_coding
ENSMUSG00000026816	2739	ENSMUSP00000028157.8	Gtf3c5	protein_coding
ENSMUSG00000026817	2085	ENSMUSP00000108903.2	Ak1	protein_coding
ENSMUSG00000026818	2063	ENSMUSP00000028161.5	Cel	protein_coding
ENSMUSG00000026819	3529	ENSMUSP00000060581.7	Slc25a25	protein_coding
ENSMUSG00000026820	4978	ENSMUSP00000028162.3	Ptges2	protein_coding
ENSMUSG00000026821	3683	ENSMUSP00000109526.1	Ralgds	protein_coding
ENSMUSG00000026822	915	ENSMUSP00000053962.8	Lcn2	protein_coding
ENSMUSG00000026824	5215	ENSMUSP00000063329.3	Kcnj3	protein_coding
ENSMUSG00000026825	4605	ENSMUSP00000108979.2	Dnm1	protein_coding
ENSMUSG00000026826	3568	ENSMUSP00000028166.2	Nr4a2	protein_coding
ENSMUSG00000026827	5759	ENSMUSP00000108237.2	Gpd2	protein_coding
ENSMUSG00000026828	4225	ENSMUSP00000108235.1	Galnt5	protein_coding
ENSMUSG00000026829	1335	ENSMUSP00000127071.1	Gbgt1	protein_coding
ENSMUSG00000026830	3635	ENSMUSP00000088458.5	Ermn	protein_coding
ENSMUSG00000026831	812	ENSMUSP00000083557.4	1700007K13Rik	protein_coding
ENSMUSG00000026832	6110	ENSMUSP00000028175.6	Cytip	protein_coding
ENSMUSG00000026833	2757	ENSMUSP00000028177.4	Olfm1	protein_coding
ENSMUSG00000026834	9162	ENSMUSP00000028178.7	Acvr1c	protein_coding
ENSMUSG00000026835	1170	ENSMUSP00000028179.8	Fcnb	protein_coding
ENSMUSG00000026836	3293	ENSMUSP00000088453.2	Acvr1	protein_coding
ENSMUSG00000026837	8406	ENSMUSP00000028280.7	Col5a1	protein_coding
ENSMUSG00000026839	2498	ENSMUSP00000060437.6	Upp2	protein_coding
ENSMUSG00000026840	5871	ENSMUSP00000028187.6	Lamc3	protein_coding
ENSMUSG00000026841	4751	ENSMUSP00000028188.7	Fibcd1	protein_coding
ENSMUSG00000026842	6327	ENSMUSP00000075167.6	Abl1	protein_coding
ENSMUSG00000026843	3648	ENSMUSP00000053474.6	Fubp3	protein_coding
ENSMUSG00000026848	3039	ENSMUSP00000028199.5	Tor1b	protein_coding
ENSMUSG00000026849	1401	ENSMUSP00000028200.8	Tor1a	protein_coding
ENSMUSG00000026851	1984	ENSMUSP00000028205.8	BC005624	protein_coding
ENSMUSG00000026853	4224	ENSMUSP00000099919.1	Crat	protein_coding
ENSMUSG00000026854	5088	ENSMUSP00000099913.4	Usp20	protein_coding
ENSMUSG00000026856	2294	ENSMUSP00000119478.2	Dolpp1	protein_coding
