dnovemcinctus	mdomestica	ggallus	xtropicalis	drerio	olatipes	pmarinus	eburgeri	cintestinalis	dmelanogaster	celegans
ENSMUSG00000022912	ENSDNOG00000014535	ENSMODG00000016982	ENSGALG00000015409	ENSXETG00000020160	ENSDARG00000068261	ENSORLG00000004826	0	0	0	0	0
ENSMUSG00000022913	ENSDNOG00000014014	ENSMODG00000020978	ENSGALG00000016062	ENSXETG00000023735	ENSDARG00000040620	ENSORLG00000014314	0	0	0	0	0
ENSMUSG00000022914	ENSDNOG00000014021	ENSMODG00000020973	ENSGALG00000047072	ENSXETG00000023728	ENSDARG00000074747	ENSORLG00000024206	0	0	0	0	0
ENSMUSG00000022931	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022935	ENSDNOG00000012147	ENSMODG00000020977	ENSGALG00000015835	ENSXETG00000011804	0	0	0	ENSEBUG00000015934	0	0	0
ENSMUSG00000022938	ENSDNOG00000003882	ENSMODG00000020962	ENSGALG00000016140	ENSXETG00000005180	0	0	0	ENSEBUG00000003143	0	0	0
ENSMUSG00000022940	ENSDNOG00000035445	ENSMODG00000020988	0	ENSXETG00000018803	ENSDARG00000038805	ENSORLG00000006889	0	ENSEBUG00000007814	0	0	0
ENSMUSG00000022941	ENSDNOG00000040094	0	ENSGALG00000054080	ENSXETG00000013030	ENSDARG00000036974	0	0	0	0	0	0
ENSMUSG00000022945	ENSDNOG00000012819	ENSMODG00000021005	ENSGALG00000016042	ENSXETG00000013014	ENSDARG00000056473	ENSORLG00000017915	0	ENSEBUG00000007171	ENSCING00000005024	FBgn0033526	WBGene00022141
ENSMUSG00000022946	ENSDNOG00000017725	ENSMODG00000021002	ENSGALG00000016036	ENSXETG00000014119	ENSDARG00000055857	ENSORLG00000017902	0	0	0	0	0
ENSMUSG00000022947	ENSDNOG00000004599	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022948	ENSDNOG00000031640	ENSMODG00000021048	ENSGALG00000016024	ENSXETG00000014132	ENSDARG00000036592	ENSORLG00000000434	ENSPMAG00000005740	ENSEBUG00000002643	0	FBgn0053230	WBGene00022371
ENSMUSG00000022949	ENSDNOG00000042065	ENSMODG00000021052	ENSGALG00000016020	ENSXETG00000003634	ENSDARG00000099108	ENSORLG00000020697	ENSPMAG00000000089	0	0	0	0
ENSMUSG00000022951	ENSDNOG00000012603	ENSMODG00000021053	ENSGALG00000016014	ENSXETG00000003636	0	ENSORLG00000028169	0	ENSEBUG00000006980	0	0	0
ENSMUSG00000022952	ENSDNOG00000015041	ENSMODG00000021051	ENSGALG00000016022	ENSXETG00000014140	ENSDARG00000087646	ENSORLG00000029555	ENSPMAG00000000391	0	0	FBgn0002576	0
ENSMUSG00000022956	ENSDNOG00000017336	0	ENSGALG00000041812	ENSXETG00000014198	ENSDARG00000001788	ENSORLG00000005539	0	ENSEBUG00000007644	ENSCING00000005746	FBgn0016691	WBGene00000230
ENSMUSG00000022957	ENSDNOG00000017327	ENSMODG00000021058	ENSGALG00000036677	ENSXETG00000014182	ENSDARG00000000086	0	ENSPMAG00000006927	0	0	0	0
ENSMUSG00000022960	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022961	ENSDNOG00000036246	ENSMODG00000021061	ENSGALG00000052354	ENSXETG00000014115	ENSDARG00000114730	ENSORLG00000027334	0	ENSEBUG00000012664	ENSCING00000007049	FBgn0037716	WBGene00017025
ENSMUSG00000022962	ENSDNOG00000018439	0	ENSGALG00000037076	ENSXETG00000014148	ENSDARG00000101089	ENSORLG00000006275	0	0	ENSCING00000007699	FBgn0000053	WBGene00018174
ENSMUSG00000022964	ENSDNOG00000033539	ENSMODG00000021065	ENSGALG00000034396	ENSXETG00000000043	0	0	0	0	ENSCING00000019033	0	0
ENSMUSG00000022965	ENSDNOG00000000695	ENSMODG00000021066	ENSGALG00000032660	0	0	0	0	0	0	0	0
ENSMUSG00000022967	ENSDNOG00000005223	ENSMODG00000021067	ENSGALG00000030363	ENSXETG00000033934	ENSDARG00000078042	ENSORLG00000018117	0	0	0	0	0
ENSMUSG00000022969	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022971	ENSDNOG00000035417	ENSMODG00000021069	ENSGALG00000041867	0	0	0	0	0	0	0	0
ENSMUSG00000022972	ENSDNOG00000008197	ENSMODG00000021074	ENSGALG00000037962	ENSXETG00000009902	ENSDARG00000035332	ENSORLG00000004334	ENSPMAG00000001231	ENSEBUG00000012400	ENSCING00000007832	FBgn0040696	0
ENSMUSG00000022973	ENSDNOG00000010732	ENSMODG00000021073	ENSGALG00000034317	ENSXETG00000009899	ENSDARG00000025011	ENSORLG00000004320	ENSPMAG00000002887	0	0	0	0
ENSMUSG00000022974	ENSDNOG00000012279	ENSMODG00000021072	ENSGALG00000036833	0	ENSDARG00000062361	ENSORLG00000004845	0	ENSEBUG00000005320	0	0	0
ENSMUSG00000022978	ENSDNOG00000006027	ENSMODG00000027630	ENSGALG00000015884	0	ENSDARG00000035333	0	0	0	0	0	0
ENSMUSG00000022982	0	ENSMODG00000021041	ENSGALG00000015844	ENSXETG00000007350	ENSDARG00000043848	ENSORLG00000026842	0	ENSEBUG00000013315	0	FBgn0003462	WBGene00004933
ENSMUSG00000022983	ENSDNOG00000019014	ENSMODG00000021040	ENSGALG00000033965	ENSXETG00000007351	ENSDARG00000077093	ENSORLG00000004384	0	0	0	0	0
ENSMUSG00000022986	ENSDNOG00000017515	ENSMODG00000022790	0	ENSXETG00000020429	0	0	0	ENSEBUG00000012340	0	0	0
ENSMUSG00000022987	ENSDNOG00000014189	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022991	ENSDNOG00000018853	ENSMODG00000021150	0	0	0	0	0	0	0	0	0
ENSMUSG00000022992	ENSDNOG00000044893	ENSMODG00000021157	ENSGALG00000033877	ENSXETG00000009782	ENSDARG00000056318	ENSORLG00000016524	ENSPMAG00000003254	ENSEBUG00000006797	ENSCING00000012575	FBgn0039710	0
ENSMUSG00000022993	ENSDNOG00000048512	0	0	0	0	0	0	0	ENSCING00000006971	0	0
ENSMUSG00000022994	ENSDNOG00000040679	ENSMODG00000028003	ENSGALG00000050760	ENSXETG00000009789	ENSDARG00000027797	ENSORLG00000006969	0	0	ENSCING00000000490	0	0
ENSMUSG00000022995	ENSDNOG00000004482	ENSMODG00000005856	ENSGALG00000009303	ENSXETG00000018550	ENSDARG00000032049	ENSORLG00000028203	ENSPMAG00000000121	ENSEBUG00000014358	0	0	0
ENSMUSG00000022996	ENSDNOG00000006613	0	0	ENSXETG00000011173	ENSDARG00000040925	ENSORLG00000007655	0	0	0	0	0
ENSMUSG00000022997	ENSDNOG00000006617	ENSMODG00000015710	ENSGALG00000043009	ENSXETG00000009817	ENSDARG00000055554	ENSORLG00000024570	ENSPMAG00000000406	ENSEBUG00000002461	0	FBgn0284084	0
ENSMUSG00000022999	0	ENSMODG00000018847	ENSGALG00000037665	ENSXETG00000011184	ENSDARG00000004745	ENSORLG00000007622	ENSPMAG00000001372	ENSEBUG00000001836	0	0	0
ENSMUSG00000023000	0	0	ENSGALG00000031707	ENSXETG00000011181	0	0	0	0	0	FBgn0004644	0
ENSMUSG00000023004	0	ENSMODG00000015206	ENSGALG00000052192	ENSXETG00000011185	0	0	0	0	0	0	0
ENSMUSG00000023007	ENSDNOG00000044961	0	0	0	0	0	0	ENSEBUG00000015301	0	0	0
ENSMUSG00000023008	ENSDNOG00000016285	0	ENSGALG00000055075	ENSXETG00000000581	ENSDARG00000004372	ENSORLG00000007725	0	0	0	0	0
ENSMUSG00000023009	ENSDNOG00000049196	0	0	ENSXETG00000009780	ENSDARG00000079148	ENSORLG00000016534	0	0	0	0	0
ENSMUSG00000023010	ENSDNOG00000049468	0	ENSGALG00000031426	ENSXETG00000009777	ENSDARG00000077934	ENSORLG00000016540	ENSPMAG00000008457	ENSEBUG00000002534	ENSCING00000002315	FBgn0035871	0
ENSMUSG00000023011	ENSDNOG00000044772	ENSMODG00000004300	ENSGALG00000031615	ENSXETG00000020393	ENSDARG00000105362	0	0	0	0	0	0
ENSMUSG00000023013	0	0	ENSGALG00000037878	ENSXETG00000020388	0	0	0	0	0	0	0
ENSMUSG00000023015	ENSDNOG00000001628	ENSMODG00000004340	ENSGALG00000033231	ENSXETG00000013383	ENSDARG00000015460	0	ENSPMAG00000003336	ENSEBUG00000014995	0	0	0
ENSMUSG00000023017	ENSDNOG00000035941	0	ENSGALG00000034025	ENSXETG00000013366	ENSDARG00000008329	ENSORLG00000012444	ENSPMAG00000003813	ENSEBUG00000002815	ENSCING00000006671	0	0
ENSMUSG00000023018	ENSDNOG00000007624	0	ENSGALG00000029247	ENSXETG00000013357	ENSDARG00000019004	ENSORLG00000006870	ENSPMAG00000004147	0	ENSCING00000013288	FBgn0025463	0
ENSMUSG00000023019	ENSDNOG00000033506	0	ENSGALG00000049891	ENSXETG00000023397	0	0	0	0	0	0	0
ENSMUSG00000023020	0	0	0	0	0	ENSORLG00000022328	0	0	0	0	0
ENSMUSG00000023021	ENSDNOG00000038042	0	ENSGALG00000039734	ENSXETG00000013344	ENSDARG00000002365	0	0	0	0	0	0
ENSMUSG00000023022	ENSDNOG00000031237	ENSMODG00000004366	ENSGALG00000034742	ENSXETG00000013342	ENSDARG00000101441	ENSORLG00000016655	0	ENSEBUG00000013557	0	0	0
ENSMUSG00000023025	ENSDNOG00000038525	ENSMODG00000004844	ENSGALG00000042122	ENSXETG00000007283	0	0	0	0	ENSCING00000015692	0	0
ENSMUSG00000023026	ENSDNOG00000004136	0	ENSGALG00000034965	ENSXETG00000007284	0	0	0	0	0	0	0
ENSMUSG00000023027	ENSDNOG00000006951	ENSMODG00000006303	ENSGALG00000033614	ENSXETG00000007299	0	0	0	0	0	0	0
ENSMUSG00000023030	ENSDNOG00000000724	ENSMODG00000005131	ENSGALG00000041533	ENSXETG00000009636	ENSDARG00000024295	0	ENSPMAG00000008875	ENSEBUG00000008276	ENSCING00000001333	0	0
ENSMUSG00000023031	ENSDNOG00000019534	0	ENSGALG00000034825	0	0	0	0	0	0	0	0
ENSMUSG00000023032	ENSDNOG00000016961	0	ENSGALG00000031274	ENSXETG00000014124	ENSDARG00000015531	ENSORLG00000019397	0	ENSEBUG00000001466	0	0	0
ENSMUSG00000023033	ENSDNOG00000011348	0	ENSGALG00000043728	ENSXETG00000008958	0	0	0	0	0	0	0
ENSMUSG00000023034	ENSDNOG00000003671	0	ENSGALG00000043727	ENSXETG00000000579	ENSDARG00000000796	0	0	0	0	0	0
ENSMUSG00000023036	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023039	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023041	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023043	0	ENSMODG00000024995	ENSGALG00000030002	ENSXETG00000020455	0	0	0	0	0	0	0
ENSMUSG00000023044	ENSDNOG00000012871	ENSMODG00000008967	ENSGALG00000035850	ENSXETG00000012672	ENSDARG00000026348	ENSORLG00000008058	0	0	ENSCING00000002154	FBgn0000153	0
ENSMUSG00000023045	ENSDNOG00000009436	0	0	0	ENSDARG00000059824	ENSORLG00000005226	0	0	0	0	0
ENSMUSG00000023046	ENSDNOG00000000264	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023047	ENSDNOG00000016742	ENSMODG00000027777	ENSGALG00000052541	ENSXETG00000032912	0	ENSORLG00000009191	0	0	0	0	0
ENSMUSG00000023048	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023050	ENSDNOG00000008709	0	ENSGALG00000033791	ENSXETG00000012650	ENSDARG00000103651	0	0	0	0	FBgn0036896	WBGene00001008
ENSMUSG00000023051	ENSDNOG00000002144	0	0	ENSXETG00000012644	ENSDARG00000070471	ENSORLG00000005209	ENSPMAG00000000105	ENSEBUG00000002377	0	0	0
ENSMUSG00000023052	0	0	0	0	ENSDARG00000045016	ENSORLG00000024600	0	0	0	0	0
ENSMUSG00000023055	ENSDNOG00000032227	0	0	ENSXETG00000031742	0	0	ENSPMAG00000006615	ENSEBUG00000016104	0	0	0
ENSMUSG00000023057	ENSDNOG00000036022	ENSMODG00000018949	ENSGALG00000011986	ENSXETG00000004045	ENSDARG00000006427	ENSORLG00000004146	0	ENSEBUG00000008947	ENSCING00000014756	0	0
ENSMUSG00000023064	ENSDNOG00000031102	ENSMODG00000029153	ENSGALG00000002015	ENSXETG00000003657	0	0	ENSPMAG00000000048	ENSEBUG00000016350	0	0	0
ENSMUSG00000023066	ENSDNOG00000007193	ENSMODG00000021398	ENSGALG00000013745	0	ENSDARG00000004131	ENSORLG00000007819	ENSPMAG00000006436	ENSEBUG00000010555	0	FBgn0266111	0
ENSMUSG00000023067	ENSDNOG00000037681	ENSMODG00000013527	0	ENSXETG00000024887	ENSDARG00000076554	ENSORLG00000000284	0	0	0	0	0
ENSMUSG00000023068	0	ENSMODG00000017799	ENSGALG00000014899	ENSXETG00000025077	ENSDARG00000027813	ENSORLG00000015443	0	ENSEBUG00000015869	0	FBgn0031312	WBGene00009505
ENSMUSG00000023070	ENSDNOG00000002610	ENSMODG00000000375	ENSGALG00000016724	ENSXETG00000004127	ENSDARG00000098645	ENSORLG00000025381	ENSPMAG00000005393	ENSEBUG00000012682	0	0	0
ENSMUSG00000023072	ENSDNOG00000045063	ENSMODG00000012246	ENSGALG00000004756	ENSXETG00000018269	0	0	0	ENSEBUG00000015374	0	0	0
ENSMUSG00000023073	ENSDNOG00000016811	ENSMODG00000005811	ENSGALG00000016858	ENSXETG00000032246	ENSDARG00000014916	0	0	ENSEBUG00000011448	0	0	0
ENSMUSG00000023074	ENSDNOG00000013117	0	ENSGALG00000006132	ENSXETG00000019763	ENSDARG00000028614	ENSORLG00000009968	ENSPMAG00000008143	ENSEBUG00000015804	0	0	WBGene00016406
ENSMUSG00000023075	ENSDNOG00000000332	ENSMODG00000017703	0	ENSXETG00000005271	ENSDARG00000039969	ENSORLG00000014770	0	0	0	0	0
ENSMUSG00000023078	ENSDNOG00000033805	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023079	ENSDNOG00000024296	ENSMODG00000007038	ENSGALG00000001263	ENSXETG00000033663	ENSDARG00000022203	ENSORLG00000015316	0	0	0	0	0
ENSMUSG00000023083	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023084	ENSDNOG00000036514	ENSMODG00000016683	ENSGALG00000027351	0	ENSDARG00000036412	0	ENSPMAG00000001352	0	ENSCING00000004709	0	0
ENSMUSG00000023087	ENSDNOG00000036912	ENSMODG00000000087	ENSGALG00000032957	ENSXETG00000016899	0	ENSORLG00000002100	ENSPMAG00000002990	0	0	FBgn0261808	0
ENSMUSG00000023088	ENSDNOG00000014990	ENSMODG00000004194	ENSGALG00000006646	ENSXETG00000019661	ENSDARG00000104719	ENSORLG00000017141	0	0	0	0	0
ENSMUSG00000023089	0	ENSMODG00000015384	ENSGALG00000008821	ENSXETG00000027688	ENSDARG00000039346	ENSORLG00000013008	ENSPMAG00000006762	ENSEBUG00000011275	ENSCING00000020727	FBgn0047038	WBGene00007880
ENSMUSG00000023092	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023093	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023094	ENSDNOG00000033673	ENSMODG00000008948	0	ENSXETG00000005916	0	0	0	0	0	0	0
ENSMUSG00000023104	ENSDNOG00000019411	ENSMODG00000018611	ENSGALG00000029449	ENSXETG00000018234	ENSDARG00000014274	ENSORLG00000018805	ENSPMAG00000007794	ENSEBUG00000010622	ENSCING00000004870	FBgn0260985	WBGene00004338
ENSMUSG00000023106	ENSDNOG00000001447	ENSMODG00000012302	ENSGALG00000003795	ENSXETG00000005791	ENSDARG00000037229	ENSORLG00000001495	ENSPMAG00000008589	0	ENSCING00000022096	FBgn0030802	WBGene00012932
ENSMUSG00000023110	ENSDNOG00000002572	ENSMODG00000005204	0	ENSXETG00000022626	ENSDARG00000079605	ENSORLG00000012353	ENSPMAG00000006304	ENSEBUG00000002328	ENSCING00000008098	FBgn0015925	WBGene00016408
ENSMUSG00000023118	ENSDNOG00000016149	ENSMODG00000021534	0	ENSXETG00000024453	ENSDARG00000059553	ENSORLG00000015338	ENSPMAG00000004936	0	ENSCING00000021232	FBgn0037371	WBGene00017797
ENSMUSG00000023120	0	ENSMODG00000023301	0	0	0	0	0	0	0	0	0
ENSMUSG00000023122	ENSDNOG00000048468	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023132	ENSDNOG00000015987	ENSMODG00000019475	ENSGALG00000013548	ENSXETG00000000362	0	0	0	0	0	0	0
ENSMUSG00000023140	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023143	ENSDNOG00000034666	ENSMODG00000005871	ENSGALG00000046787	ENSXETG00000022907	ENSDARG00000075149	ENSORLG00000015366	ENSPMAG00000000020	ENSEBUG00000008439	ENSCING00000012135	0	0
ENSMUSG00000023147	ENSDNOG00000039289	0	ENSGALG00000016070	0	0	0	0	0	0	0	0
ENSMUSG00000023150	0	ENSMODG00000007568	ENSGALG00000045555	ENSXETG00000004535	0	ENSORLG00000009672	ENSPMAG00000009149	ENSEBUG00000012672	ENSCING00000009621	0	0
ENSMUSG00000023151	ENSDNOG00000024272	0	0	0	0	0	0	0	0	0	WBGene00002632
ENSMUSG00000023153	0	0	ENSGALG00000001304	ENSXETG00000019603	0	0	0	0	0	0	0
ENSMUSG00000023156	ENSDNOG00000043534	ENSMODG00000002344	ENSGALG00000048543	ENSXETG00000025689	ENSDARG00000011152	ENSORLG00000028025	0	ENSEBUG00000007571	ENSCING00000023935	0	0
ENSMUSG00000023159	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023165	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023169	ENSDNOG00000018363	ENSMODG00000025456	ENSGALG00000009698	0	0	0	0	0	0	0	0
ENSMUSG00000023170	ENSDNOG00000044904	ENSMODG00000006668	0	ENSXETG00000027787	ENSDARG00000035558	ENSORLG00000006228	ENSPMAG00000004684	ENSEBUG00000012341	ENSCING00000003032	FBgn0033122	0
ENSMUSG00000023175	ENSDNOG00000045522	ENSMODG00000006517	ENSGALG00000001328	ENSXETG00000006553	ENSDARG00000019881	0	0	ENSEBUG00000009753	0	0	0
ENSMUSG00000023176	ENSDNOG00000002972	0	ENSGALG00000045776	0	0	0	ENSPMAG00000007787	0	ENSCING00000018199	0	0
ENSMUSG00000023185	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023186	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023191	ENSDNOG00000036097	ENSMODG00000018141	ENSGALG00000014490	ENSXETG00000011541	ENSDARG00000057879	ENSORLG00000012703	0	0	0	0	0
ENSMUSG00000023192	ENSDNOG00000042578	0	ENSGALG00000003839	ENSXETG00000032539	0	0	0	0	0	0	0
ENSMUSG00000023206	ENSDNOG00000043244	ENSMODG00000018517	0	0	ENSDARG00000069311	0	0	0	0	0	0
ENSMUSG00000023210	ENSDNOG00000034805	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023216	ENSDNOG00000009688	ENSMODG00000017847	ENSGALG00000021230	ENSXETG00000031421	ENSDARG00000098837	0	0	0	0	0	0
ENSMUSG00000023224	ENSDNOG00000009061	ENSMODG00000020104	ENSGALG00000007381	0	ENSDARG00000058053	ENSORLG00000005916	0	0	0	0	0
ENSMUSG00000023232	ENSDNOG00000014636	ENSMODG00000017090	ENSGALG00000021685	ENSXETG00000012918	0	0	0	0	0	0	0
ENSMUSG00000023235	ENSDNOG00000013384	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023236	ENSDNOG00000034355	ENSMODG00000001422	ENSGALG00000009725	ENSXETG00000018094	0	ENSORLG00000026625	0	ENSEBUG00000002424	0	FBgn0041707	WBGene00011392
ENSMUSG00000023243	0	ENSMODG00000013168	ENSGALG00000034077	ENSXETG00000009961	0	0	0	0	0	0	0
ENSMUSG00000023247	ENSDNOG00000013321	ENSMODG00000017322	0	0	0	0	0	0	0	0	0
ENSMUSG00000023249	0	ENSMODG00000011807	ENSGALG00000004517	ENSXETG00000000087	ENSDARG00000003961	ENSORLG00000000752	0	ENSEBUG00000010916	0	0	0
ENSMUSG00000023257	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023259	ENSDNOG00000032436	0	ENSGALG00000026089	0	0	0	0	ENSEBUG00000003574	0	0	0
ENSMUSG00000023262	ENSDNOG00000035615	ENSMODG00000011771	ENSGALG00000042984	0	0	ENSORLG00000002219	ENSPMAG00000003423	ENSEBUG00000011304	0	0	0
ENSMUSG00000023263	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023266	ENSDNOG00000015972	ENSMODG00000012846	ENSGALG00000003447	ENSXETG00000011850	ENSDARG00000078688	ENSORLG00000001798	0	0	0	0	0
ENSMUSG00000023267	ENSDNOG00000046191	ENSMODG00000018278	ENSGALG00000015776	ENSXETG00000030855	0	0	0	0	0	0	0
ENSMUSG00000023272	ENSDNOG00000046218	ENSMODG00000015789	ENSGALG00000008551	ENSXETG00000014527	ENSDARG00000029071	ENSORLG00000011580	ENSPMAG00000001494	ENSEBUG00000012712	0	0	0
ENSMUSG00000023274	ENSDNOG00000002205	0	ENSGALG00000014477	0	0	0	0	0	0	0	0
ENSMUSG00000023277	ENSDNOG00000025967	ENSMODG00000011648	ENSGALG00000003977	0	0	ENSORLG00000018777	0	0	0	0	0
ENSMUSG00000023279	ENSDNOG00000015377	ENSMODG00000011104	ENSGALG00000004742	ENSXETG00000022583	ENSDARG00000037491	ENSORLG00000008622	0	0	0	0	0
ENSMUSG00000023284	ENSDNOG00000044407	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023286	ENSDNOG00000043867	ENSMODG00000016452	ENSGALG00000001848	ENSXETG00000001033	ENSDARG00000061161	ENSORLG00000016301	0	ENSEBUG00000000648	ENSCING00000005808	FBgn0038515	0
ENSMUSG00000023289	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023307	ENSDNOG00000019722	ENSMODG00000006639	ENSGALG00000032234	ENSXETG00000012197	ENSDARG00000032552	ENSORLG00000000740	ENSPMAG00000000051	ENSEBUG00000012323	ENSCING00000008004	0	WBGene00010913
ENSMUSG00000023328	ENSDNOG00000003865	ENSMODG00000004882	ENSGALG00000047182	ENSXETG00000017226	ENSDARG00000031796	ENSORLG00000010371	0	0	ENSCING00000016954	0	0
ENSMUSG00000023330	ENSDNOG00000046647	ENSMODG00000002394	ENSGALG00000005673	ENSXETG00000008787	ENSDARG00000111509	ENSORLG00000002373	ENSPMAG00000007433	ENSEBUG00000008701	ENSCING00000002754	FBgn0039664	WBGene00175030
ENSMUSG00000023333	ENSDNOG00000016682	ENSMODG00000018803	ENSGALG00000016316	ENSXETG00000027375	0	0	ENSPMAG00000001027	0	0	0	0
ENSMUSG00000023336	ENSDNOG00000047610	ENSMODG00000004832	ENSGALG00000005503	ENSXETG00000013283	ENSDARG00000058003	ENSORLG00000029685	0	ENSEBUG00000003509	ENSCING00000013443	0	0
ENSMUSG00000023345	ENSDNOG00000003417	ENSMODG00000011717	0	ENSXETG00000010813	ENSDARG00000078533	ENSORLG00000004778	ENSPMAG00000000333	0	ENSCING00000009330	FBgn0036354	0
ENSMUSG00000023348	ENSDNOG00000003842	ENSMODG00000004834	0	0	ENSDARG00000069331	0	0	0	0	0	0
ENSMUSG00000023349	ENSDNOG00000005595	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023350	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023353	ENSDNOG00000034647	ENSMODG00000004345	ENSGALG00000043576	ENSXETG00000001633	ENSDARG00000087822	ENSORLG00000017516	ENSPMAG00000002151	ENSEBUG00000008435	0	0	0
ENSMUSG00000023367	ENSDNOG00000046252	ENSMODG00000003685	0	0	0	0	0	0	0	0	0
ENSMUSG00000023387	ENSDNOG00000017714	ENSMODG00000013135	ENSGALG00000020049	ENSXETG00000007833	0	ENSORLG00000017785	ENSPMAG00000000838	0	0	0	0
ENSMUSG00000023391	ENSDNOG00000047712	ENSMODG00000008899	ENSGALG00000039436	ENSXETG00000007532	ENSDARG00000079964	ENSORLG00000017372	0	0	0	0	0
ENSMUSG00000023393	ENSDNOG00000039109	ENSMODG00000016838	ENSGALG00000028225	ENSXETG00000012454	0	0	0	0	0	FBgn0025684	WBGene00010758
ENSMUSG00000023403	ENSDNOG00000035629	ENSMODG00000000777	ENSGALG00000010980	ENSXETG00000007400	ENSDARG00000056339	0	0	0	0	0	0
ENSMUSG00000023411	ENSDNOG00000003323	ENSMODG00000002992	0	ENSXETG00000016887	ENSDARG00000054162	ENSORLG00000002953	0	0	0	0	0
ENSMUSG00000023433	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023439	ENSDNOG00000036546	ENSMODG00000018145	ENSGALG00000034438	ENSXETG00000009466	0	0	0	0	0	0	0
ENSMUSG00000023443	ENSDNOG00000042382	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023452	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023456	ENSDNOG00000002214	ENSMODG00000018151	ENSGALG00000014526	ENSXETG00000023924	0	0	ENSPMAG00000000655	ENSEBUG00000016610	ENSCING00000011997	FBgn0086355	WBGene00006601
ENSMUSG00000023460	ENSDNOG00000046064	ENSMODG00000021452	ENSGALG00000033608	ENSXETG00000004289	ENSDARG00000089428	ENSORLG00000003902	ENSPMAG00000000344	ENSEBUG00000006581	0	0	0
ENSMUSG00000023467	ENSDNOG00000006939	ENSMODG00000013699	0	0	0	0	0	0	0	0	0
ENSMUSG00000023473	0	ENSMODG00000013462	0	ENSXETG00000016189	ENSDARG00000055825	ENSORLG00000023917	0	0	0	0	0
ENSMUSG00000023484	ENSDNOG00000035037	ENSMODG00000004126	ENSGALG00000039571	ENSXETG00000011188	ENSDARG00000028306	ENSORLG00000015042	0	0	ENSCING00000000419	0	0
ENSMUSG00000023495	ENSDNOG00000033951	ENSMODG00000011790	ENSGALG00000027695	0	ENSDARG00000024276	0	0	0	0	0	0
ENSMUSG00000023505	ENSDNOG00000044971	ENSMODG00000018146	ENSGALG00000014513	0	ENSDARG00000070656	ENSORLG00000027006	0	0	0	FBgn0027949	0
ENSMUSG00000023571	ENSDNOG00000047314	0	ENSGALG00000001857	ENSXETG00000001035	ENSDARG00000055498	ENSORLG00000007187	0	ENSEBUG00000012711	0	0	0
ENSMUSG00000023572	ENSDNOG00000009668	ENSMODG00000017851	ENSGALG00000004837	ENSXETG00000007359	ENSDARG00000039328	0	0	ENSEBUG00000005347	0	0	0
ENSMUSG00000023577	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023707	ENSDNOG00000016274	ENSMODG00000012407	ENSGALG00000003687	ENSXETG00000005803	ENSDARG00000056211	ENSORLG00000016067	ENSPMAG00000002722	ENSEBUG00000011064	0	0	0
ENSMUSG00000023723	ENSDNOG00000034792	ENSMODG00000028410	ENSGALG00000005559	ENSXETG00000016140	ENSDARG00000033973	ENSORLG00000023980	0	ENSEBUG00000005119	ENSCING00000000318	FBgn0260407	WBGene00014224
ENSMUSG00000023755	ENSDNOG00000006437	0	0	ENSXETG00000011180	0	0	0	0	0	0	0
ENSMUSG00000023764	ENSDNOG00000001684	ENSMODG00000009758	ENSGALG00000051488	0	ENSDARG00000053992	0	0	0	ENSCING00000010049	0	0
ENSMUSG00000023781	0	0	0	0	0	ENSORLG00000010016	0	0	0	0	0
ENSMUSG00000023791	ENSDNOG00000039912	ENSMODG00000018455	ENSGALG00000006408	0	ENSDARG00000063559	ENSORLG00000022525	0	0	0	FBgn0050381	0
